CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458312.752904        53425126.284      -142384780.084            6005.258
      2458312.852904        53661941.540      -142295086.096            5990.104
      2458312.952904        53898604.474      -142204988.682            5974.880
      2458313.052904        54135114.351      -142114488.123            5959.592
      2458313.152904        54371470.435      -142023584.702            5944.248
      2458313.252904        54607671.991      -141932278.708            5928.855
      2458313.352904        54843718.285      -141840570.431            5913.419
      2458313.452904        55079608.588      -141748460.163            5897.947
      2458313.552904        55315342.170      -141655948.202            5882.448
      2458313.652904        55550918.303      -141563034.847            5866.927
      2458313.752904        55786336.261      -141469720.400            5851.392
      2458313.852904        56021595.320      -141376005.165            5835.849
      2458313.952904        56256694.759      -141281889.451            5820.306
      2458314.052904        56491633.858      -141187373.568            5804.770
      2458314.152904        56726411.898      -141092457.829            5789.248
      2458314.252904        56961028.165      -140997142.550            5773.745
      2458314.352904        57195481.945      -140901428.048            5758.270
      2458314.452904        57429772.526      -140805314.644            5742.829
      2458314.552904        57663899.200      -140708802.660            5727.428
      2458314.652904        57897861.259      -140611892.422            5712.075
      2458314.752904        58131658.000      -140514584.257            5696.775
      2458314.852904        58365288.721      -140416878.493            5681.535
      2458314.952904        58598752.721      -140318775.463            5666.361
      2458315.052904        58832049.304      -140220275.498            5651.260
      2458315.152904        59065177.775      -140121378.935            5636.237
      2458315.252904        59298137.441      -140022086.110            5621.299
      2458315.352904        59530927.613      -139922397.361            5606.451
      2458315.452904        59763547.602      -139822313.028            5591.700
      2458315.552904        59995996.724      -139721833.454            5577.050
      2458315.652904        60228274.296      -139620958.981            5562.508
      2458315.752904        60460379.638      -139519689.954            5548.079
      2458315.852904        60692312.071      -139418026.719            5533.767
      2458315.952904        60924070.921      -139315969.623            5519.579
      2458316.052904        61155655.514      -139213519.014            5505.519
      2458316.152904        61387065.180      -139110675.242            5491.591
      2458316.252904        61618299.251      -139007438.658            5477.801
      2458316.352904        61849357.060      -138903809.613            5464.154
      2458316.452904        62080237.944      -138799788.461            5450.652
      2458316.552904        62310941.242      -138695375.553            5437.301
      2458316.652904        62541466.294      -138590571.245            5424.106
      2458316.752904        62771812.445      -138485375.892            5411.068
      2458316.852904        63001979.038      -138379789.850            5398.194
      2458316.952904        63231965.423      -138273813.475            5385.485
      2458317.052904        63461770.949      -138167447.125            5372.946
      2458317.152904        63691394.968      -138060691.157            5360.581
      2458317.252904        63920836.833      -137953545.930            5348.391
      2458317.352904        64150095.902      -137846011.802            5336.380
      2458317.452904        64379171.532      -137738089.134            5324.552
      2458317.552904        64608063.083      -137629778.284            5312.909
      2458317.652904        64836769.918      -137521079.612            5301.452
      2458317.752904        65065291.400      -137411993.481            5290.186
      2458317.852904        65293626.896      -137302520.250            5279.112
      2458317.952904        65521775.773      -137192660.280            5268.232
      2458318.052904        65749737.401      -137082413.933            5257.549
